,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Renda Emp.,Situação
488,70000,23,22500,DEBTCONSOLIDATION,7.0,14.27,0.32,1
489,18287,24,3000,HOMEIMPROVEMENT,3.0,11.99,0.16,1
490,69846,26,22500,EDUCATION,2.0,18.99,0.32,1
491,73000,24,22400,VENTURE,0.0,16.7,0.31,1
492,18500,24,5000,PERSONAL,8.0,9.32,0.27,1
493,35000,23,22250,DEBTCONSOLIDATION,2.0,12.69,0.64,1
494,43000,25,22000,HOMEIMPROVEMENT,9.0,13.11,0.51,1
495,52000,25,22000,PERSONAL,4.0,10.74,0.42,1
496,18701,21,4200,PERSONAL,0.0,14.11,0.22,1
497,57000,22,22000,EDUCATION,6.0,9.63,0.39,1
498,58000,25,22000,MEDICAL,0.0,14.65,0.38,1
499,60000,23,22000,DEBTCONSOLIDATION,6.0,10.25,0.37,1
500,60000,24,22000,VENTURE,3.0,14.26,0.37,1
501,18840,25,3000,EDUCATION,5.0,9.91,0.16,1
502,56000,26,22000,MEDICAL,7.0,17.19,0.39,1
503,70000,22,22000,EDUCATION,3.0,11.36,0.31,1
505,74064,23,22000,DEBTCONSOLIDATION,3.0,10.59,0.3,0
506,76597,24,22000,EDUCATION,5.0,9.25,0.29,0
507,19000,22,3625,MEDICAL,6.0,8.49,0.19,1
508,77000,26,22000,VENTURE,0.0,6.54,0.29,0
509,19000,21,6000,MEDICAL,5.0,8.49,0.32,1
511,82600,26,22000,VENTURE,10.0,12.69,0.27,0
512,19000,24,7400,MEDICAL,3.0,13.85,0.39,1
513,19000,25,4000,DEBTCONSOLIDATION,3.0,7.4,0.21,1
514,84000,23,22000,DEBTCONSOLIDATION,3.0,11.71,0.26,0
515,77650,25,22000,PERSONAL,8.0,11.48,0.28,1
516,82000,25,22000,EDUCATION,1.0,17.51,0.27,1
517,19012,21,3500,DEBTCONSOLIDATION,0.0,14.61,0.18,1
518,99996,23,22000,DEBTCONSOLIDATION,3.0,7.88,0.22,0
520,19200,22,4950,PERSONAL,6.0,11.71,0.26,1
521,57000,25,21700,PERSONAL,4.0,11.99,0.38,1
522,54000,24,21600,VENTURE,5.0,13.49,0.4,1
523,56000,23,21600,MEDICAL,8.0,21.21,0.39,1
524,63000,26,21600,DEBTCONSOLIDATION,2.0,14.35,0.34,1
525,82000,22,21600,PERSONAL,3.0,13.61,0.26,0
526,78000,22,21600,DEBTCONSOLIDATION,6.0,11.26,0.28,1
527,19200,22,2400,VENTURE,0.0,10.59,0.13,0
528,112140,24,21600,MEDICAL,8.0,7.9,0.19,0
530,19200,25,3000,EDUCATION,4.0,11.99,0.16,1
531,59000,24,21500,MEDICAL,5.0,16.89,0.36,1
532,70000,24,21500,HOMEIMPROVEMENT,5.0,9.99,0.31,1
533,116000,24,21500,EDUCATION,5.0,15.33,0.19,0
534,60000,25,21450,EDUCATION,5.0,7.29,0.36,1
535,31000,22,21250,DEBTCONSOLIDATION,5.0,12.42,0.69,1
536,47052,25,21250,VENTURE,5.0,10.99,0.45,1
537,51060,25,21250,VENTURE,9.0,6.91,0.42,1
538,19200,22,5000,DEBTCONSOLIDATION,6.0,14.17,0.26,1
539,53000,22,21250,MEDICAL,3.0,10.25,0.4,1
541,56000,24,21250,VENTURE,8.0,15.95,0.38,1
542,65000,24,21250,EDUCATION,4.0,15.95,0.33,1
543,35000,21,21000,VENTURE,3.0,12.53,0.6,1
544,19200,22,1400,HOMEIMPROVEMENT,6.0,14.91,0.07,1
546,40000,26,21000,MEDICAL,3.0,6.54,0.53,1
548,42000,26,21000,MEDICAL,0.0,17.26,0.5,1
549,63000,23,21000,MEDICAL,2.0,11.36,0.33,1
550,19200,26,4000,VENTURE,5.0,7.51,0.21,1
551,59000,22,21000,PERSONAL,2.0,10.71,0.36,1
552,70500,22,21000,PERSONAL,3.0,13.98,0.3,0
553,65219,26,21000,DEBTCONSOLIDATION,11.0,14.09,0.32,1
554,75000,22,21000,EDUCATION,2.0,10.0,0.28,0
555,19200,22,5000,MEDICAL,3.0,15.33,0.26,1
556,62047,25,21000,MEDICAL,9.0,16.32,0.29,1
557,79000,24,21000,HOMEIMPROVEMENT,8.0,7.9,0.27,0
558,80000,23,21000,MEDICAL,3.0,11.99,0.26,0
559,84000,24,21000,MEDICAL,8.0,10.75,0.25,0
560,85000,26,21000,HOMEIMPROVEMENT,3.0,13.92,0.25,0
561,93000,22,21000,EDUCATION,1.0,9.91,0.23,0
562,81000,26,21000,EDUCATION,10.0,16.95,0.26,1
563,97000,26,21000,EDUCATION,1.0,7.9,0.22,0
565,100000,25,21000,PERSONAL,2.0,16.49,0.21,1
566,19200,26,7500,PERSONAL,0.0,11.97,0.39,1
568,125000,26,21000,HOMEIMPROVEMENT,5.0,8.9,0.17,0
569,125000,25,21000,EDUCATION,9.0,12.99,0.17,0
570,82000,23,20900,PERSONAL,2.0,12.69,0.25,0
571,19500,21,15000,EDUCATION,0.0,9.64,0.77,1
572,50000,26,20500,VENTURE,7.0,7.49,0.41,1
573,70000,23,20500,EDUCATION,2.0,13.16,0.29,0
574,19800,22,2100,EDUCATION,1.0,8.38,0.11,0
576,54000,23,20375,PERSONAL,7.0,7.49,0.38,1
577,26000,26,20050,EDUCATION,10.0,9.76,0.77,1
578,33000,24,20000,DEBTCONSOLIDATION,1.0,10.99,0.61,1
579,20000,23,5000,PERSONAL,0.0,11.71,0.25,0
580,20000,22,9250,PERSONAL,6.0,10.65,0.46,0
581,35364,24,20000,MEDICAL,1.0,12.53,0.57,1
582,38000,25,20000,MEDICAL,4.0,14.59,0.53,1
583,32000,23,20000,DEBTCONSOLIDATION,3.0,12.61,0.63,1
584,38004,25,20000,MEDICAL,6.0,13.11,0.53,1
585,20000,23,6400,MEDICAL,2.0,10.65,0.32,0
586,38556,25,20000,PERSONAL,9.0,11.22,0.52,1
587,32900,23,20000,EDUCATION,1.0,16.0,0.61,1
588,34000,25,20000,HOMEIMPROVEMENT,10.0,8.88,0.59,1
589,40000,24,20000,PERSONAL,4.0,12.53,0.5,1
591,20000,26,4800,MEDICAL,5.0,5.99,0.24,0
592,42000,25,20000,EDUCATION,2.0,13.47,0.48,1
593,42224,22,20000,VENTURE,7.0,6.99,0.47,1
594,20000,25,5650,PERSONAL,0.0,15.99,0.28,0
596,37212,22,20000,DEBTCONSOLIDATION,6.0,16.69,0.54,1
597,38000,25,20000,MEDICAL,9.0,11.11,0.53,1
598,45000,22,20000,EDUCATION,0.0,7.9,0.44,1
599,45000,23,20000,PERSONAL,4.0,10.25,0.44,1
601,20000,23,1200,MEDICAL,7.0,7.49,0.06,0
602,45000,22,20000,DEBTCONSOLIDATION,1.0,13.92,0.44,1
603,39000,24,20000,MEDICAL,5.0,14.74,0.51,1
604,46500,24,20000,EDUCATION,5.0,10.62,0.43,1
605,48000,22,20000,VENTURE,7.0,10.65,0.42,1
606,42000,22,20000,PERSONAL,1.0,12.99,0.48,1
607,48500,22,20000,VENTURE,1.0,11.36,0.41,1
608,20000,22,7500,EDUCATION,3.0,5.79,0.38,0
609,49400,23,20000,EDUCATION,0.0,6.54,0.4,1
610,20000,25,4000,VENTURE,1.0,5.79,0.2,0
611,50000,25,20000,DEBTCONSOLIDATION,10.0,7.49,0.4,1
612,50000,25,20000,EDUCATION,9.0,13.43,0.4,1
613,50000,22,20000,DEBTCONSOLIDATION,6.0,13.22,0.4,1
614,20000,22,5000,VENTURE,1.0,14.72,0.25,0
615,44000,22,20000,EDUCATION,2.0,15.68,0.45,1
617,50950,25,20000,HOMEIMPROVEMENT,5.0,11.48,0.39,1
618,51000,24,20000,VENTURE,8.0,10.38,0.39,1
619,51000,22,20000,EDUCATION,5.0,12.53,0.39,1
620,51000,22,20000,EDUCATION,0.0,13.47,0.39,1
621,51500,24,20000,VENTURE,6.0,12.21,0.39,1
622,51996,25,20000,VENTURE,9.0,10.99,0.38,1
623,52000,25,20000,EDUCATION,1.0,11.36,0.38,1
624,46000,22,20000,DEBTCONSOLIDATION,2.0,16.0,0.43,1
625,20000,26,1500,PERSONAL,1.0,7.74,0.07,0
626,52000,24,20000,EDUCATION,8.0,15.65,0.38,1
627,46000,25,20000,DEBTCONSOLIDATION,9.0,11.78,0.43,1
629,47000,22,20000,MEDICAL,5.0,16.77,0.43,1
630,54000,22,20000,EDUCATION,2.0,9.91,0.37,1
631,48000,23,20000,MEDICAL,7.0,15.65,0.42,1
632,48000,23,20000,MEDICAL,0.0,14.96,0.42,1
633,54000,23,20000,VENTURE,1.0,11.83,0.37,1
634,48912,24,20000,MEDICAL,0.0,11.66,0.41,1
635,54996,26,20000,EDUCATION,8.0,12.18,0.36,1
636,55000,24,20000,HOMEIMPROVEMENT,8.0,6.91,0.36,1
637,55000,25,20000,DEBTCONSOLIDATION,3.0,6.91,0.36,1
638,49000,26,20000,HOMEIMPROVEMENT,0.0,19.79,0.41,1
639,55000,25,20000,VENTURE,0.0,9.88,0.36,1
640,20000,22,16600,PERSONAL,0.0,9.76,0.83,0
641,55000,23,20000,DEBTCONSOLIDATION,5.0,12.53,0.36,1
643,20004,23,7125,PERSONAL,6.0,6.99,0.36,0
644,57000,23,20000,EDUCATION,3.0,16.89,0.35,1
645,51012,22,20000,PERSONAL,1.0,17.49,0.39,1
646,20004,23,2500,EDUCATION,2.0,16.82,0.12,0
648,58000,22,20000,DEBTCONSOLIDATION,0.0,13.11,0.34,1
649,58800,23,20000,DEBTCONSOLIDATION,7.0,7.66,0.34,1
650,59000,26,20000,MEDICAL,10.0,6.17,0.34,1
651,53000,26,20000,PERSONAL,1.0,16.35,0.38,1
652,60000,23,20000,MEDICAL,7.0,7.9,0.33,1
653,54000,24,20000,VENTURE,2.0,16.49,0.37,1
655,20280,26,7000,HOMEIMPROVEMENT,5.0,8.0,0.35,0
656,60000,24,20000,PERSONAL,0.0,10.99,0.33,1
657,20352,24,7750,VENTURE,3.0,6.91,0.38,0
658,54000,25,20000,PERSONAL,6.0,8.88,0.37,1
660,54000,23,20000,DEBTCONSOLIDATION,6.0,14.84,0.37,1
661,54000,23,20000,PERSONAL,2.0,11.12,0.37,1
662,60000,22,20000,EDUCATION,4.0,7.88,0.33,1
664,20400,22,6000,EDUCATION,6.0,15.99,0.29,0
665,20400,24,5500,DEBTCONSOLIDATION,5.0,10.99,0.27,0
667,54000,25,20000,PERSONAL,1.0,15.65,0.37,1
668,54000,24,20000,PERSONAL,1.0,17.04,0.37,1
669,60000,23,20000,EDUCATION,3.0,12.21,0.33,1
670,20400,21,1275,EDUCATION,2.0,15.23,0.06,0
671,54000,25,20000,DEBTCONSOLIDATION,1.0,14.11,0.37,1
672,60000,24,20000,PERSONAL,0.0,11.14,0.33,1
673,20400,21,2400,MEDICAL,5.0,11.49,0.12,0
674,60000,24,20000,PERSONAL,8.0,13.87,0.33,1
675,60000,26,20000,HOMEIMPROVEMENT,3.0,10.08,0.33,1
676,54504,23,20000,PERSONAL,1.0,16.7,0.37,1
677,55000,24,20000,VENTURE,2.0,18.64,0.36,1
678,61000,24,20000,HOMEIMPROVEMENT,2.0,12.18,0.33,1
680,62000,25,20000,MEDICAL,3.0,6.54,0.32,1
681,56000,24,20000,EDUCATION,3.0,14.61,0.36,1
682,56000,21,20000,VENTURE,4.0,17.39,0.36,1
683,62400,24,20000,HOMEIMPROVEMENT,8.0,11.12,0.32,1
684,62400,25,20000,VENTURE,7.0,11.48,0.32,1
685,63000,25,20000,MEDICAL,3.0,12.42,0.32,1
686,58000,26,20000,DEBTCONSOLIDATION,0.0,10.25,0.34,1
687,65000,23,20000,MEDICAL,0.0,10.65,0.31,1
688,20800,24,5000,PERSONAL,0.0,16.29,0.24,0
689,65000,23,20000,MEDICAL,0.0,10.37,0.31,1
690,65000,23,20000,VENTURE,7.0,11.49,0.31,1
692,20868,25,5375,VENTURE,0.0,13.49,0.26,0
694,59000,23,20000,EDUCATION,7.0,12.29,0.34,1
695,21000,21,3500,DEBTCONSOLIDATION,5.0,17.27,0.17,1
696,65004,26,20000,DEBTCONSOLIDATION,7.0,11.99,0.31,1
697,59004,25,20000,PERSONAL,1.0,14.84,0.34,1
698,59004,23,20000,DEBTCONSOLIDATION,5.0,10.83,0.34,1
699,65500,23,20000,DEBTCONSOLIDATION,2.0,13.22,0.31,1
700,66996,22,20000,EDUCATION,3.0,12.18,0.3,0
701,67000,23,20000,MEDICAL,0.0,11.11,0.3,0
702,67000,24,20000,HOMEIMPROVEMENT,5.0,13.48,0.3,0
703,68000,26,20000,EDUCATION,10.0,10.75,0.29,0
704,68000,25,20000,PERSONAL,4.0,12.53,0.29,0
705,62400,24,20000,DEBTCONSOLIDATION,4.0,14.84,0.32,1
706,69500,23,20000,VENTURE,3.0,17.74,0.29,0
707,70000,25,20000,HOMEIMPROVEMENT,5.0,9.99,0.29,0
708,70000,22,20000,PERSONAL,2.0,6.91,0.29,0
710,71004,25,20000,PERSONAL,9.0,14.09,0.28,0
711,21000,22,3000,DEBTCONSOLIDATION,4.0,11.49,0.14,0
712,71004,23,20000,EDUCATION,8.0,14.09,0.28,0
713,55392,23,20000,MEDICAL,3.0,15.2,0.31,1
714,72000,24,20000,MEDICAL,5.0,11.83,0.28,0
715,21000,24,6000,PERSONAL,4.0,12.21,0.29,0
716,66000,23,20000,VENTURE,1.0,14.11,0.3,1
717,66000,22,20000,DEBTCONSOLIDATION,3.0,14.42,0.3,1
718,72000,24,20000,HOMEIMPROVEMENT,4.0,14.74,0.28,0
719,74000,24,20000,HOMEIMPROVEMENT,0.0,12.69,0.27,0
720,21120,22,1625,DEBTCONSOLIDATION,3.0,16.89,0.08,1
723,21221,25,8500,VENTURE,4.0,9.63,0.4,0
724,75000,24,20000,HOMEIMPROVEMENT,4.0,8.88,0.27,0
725,75000,26,20000,MEDICAL,5.0,6.91,0.27,0
727,75000,25,20000,PERSONAL,0.0,10.38,0.27,0
728,69000,22,20000,DEBTCONSOLIDATION,6.0,10.99,0.29,1
731,21600,26,5200,EDUCATION,5.0,12.42,0.24,0
732,69000,24,20000,HOMEIMPROVEMENT,0.0,14.82,0.29,1
733,75600,23,20000,PERSONAL,3.0,16.32,0.26,0
734,59497,23,20000,MEDICAL,0.0,16.0,0.29,1
735,76000,23,20000,MEDICAL,7.0,10.37,0.26,0
736,70000,26,20000,DEBTCONSOLIDATION,7.0,13.16,0.29,1
737,70000,24,20000,VENTURE,8.0,14.88,0.29,1
738,77004,22,20000,DEBTCONSOLIDATION,6.0,13.98,0.26,0
739,71004,26,20000,HOMEIMPROVEMENT,0.0,13.36,0.28,1
742,21600,24,8000,MEDICAL,8.0,5.42,0.37,0
743,78000,26,20000,HOMEIMPROVEMENT,8.0,13.85,0.26,0
748,61200,23,20000,MEDICAL,4.0,11.14,0.28,1
749,21600,21,3800,DEBTCONSOLIDATION,2.0,5.99,0.18,0
751,78000,23,20000,VENTURE,3.0,11.58,0.26,0
752,78500,23,20000,MEDICAL,7.0,13.85,0.25,0
753,79000,23,20000,EDUCATION,5.0,16.89,0.25,0
754,80000,23,20000,MEDICAL,4.0,7.9,0.25,0
755,21600,23,6000,VENTURE,2.0,12.68,0.28,0
756,62900,22,20000,MEDICAL,6.0,14.91,0.27,1
757,80000,24,20000,VENTURE,3.0,13.06,0.25,0
758,80000,25,20000,EDUCATION,7.0,8.88,0.25,0
759,21600,23,2000,EDUCATION,7.0,6.17,0.09,0
760,80000,22,20000,EDUCATION,3.0,13.98,0.25,0
761,21600,22,8500,VENTURE,3.0,6.54,0.39,0
762,62900,26,20000,MEDICAL,2.0,13.85,0.27,1
763,21600,26,1000,HOMEIMPROVEMENT,0.0,10.36,0.05,0
764,74004,25,20000,PERSONAL,2.0,15.95,0.27,1
765,80004,25,20000,HOMEIMPROVEMENT,9.0,14.26,0.25,0
766,80700,23,20000,MEDICAL,7.0,11.71,0.25,0
767,81000,22,20000,DEBTCONSOLIDATION,3.0,13.49,0.25,0
768,21600,24,2000,DEBTCONSOLIDATION,0.0,14.84,0.09,1
770,76042,23,20000,HOMEIMPROVEMENT,6.0,15.05,0.26,1
771,76654,22,20000,EDUCATION,2.0,13.79,0.26,1
772,83500,24,20000,EDUCATION,1.0,13.48,0.24,0
774,84000,23,20000,PERSONAL,7.0,11.11,0.24,0
775,84000,25,20000,EDUCATION,9.0,13.92,0.24,0
776,21600,23,4400,EDUCATION,0.0,12.53,0.2,0
777,21600,21,10000,DEBTCONSOLIDATION,2.0,11.14,0.46,0
778,78996,24,20000,HOMEIMPROVEMENT,2.0,14.11,0.25,1
779,85000,23,20000,MEDICAL,0.0,7.49,0.24,0
780,85000,25,20000,DEBTCONSOLIDATION,3.0,10.25,0.24,0
781,73000,26,20000,PERSONAL,3.0,12.53,0.27,1
782,21816,21,1500,PERSONAL,2.0,11.86,0.07,0
783,21840,23,9000,VENTURE,1.0,7.88,0.41,0
786,87000,22,20000,DEBTCONSOLIDATION,5.0,13.85,0.23,0
787,21996,23,6000,PERSONAL,4.0,13.23,0.27,0
789,78000,23,20000,HOMEIMPROVEMENT,0.0,18.25,0.26,1
790,90000,24,20000,DEBTCONSOLIDATION,9.0,6.54,0.22,0
791,90000,23,20000,MEDICAL,2.0,11.49,0.22,0
792,90000,26,20000,MEDICAL,10.0,11.49,0.22,0
793,22000,22,7000,EDUCATION,6.0,11.71,0.32,0
794,90000,23,20000,DEBTCONSOLIDATION,0.0,13.57,0.22,0
795,91229,25,20000,EDUCATION,2.0,14.35,0.22,0
796,22000,26,3825,DEBTCONSOLIDATION,3.0,10.65,0.17,0
797,92000,22,20000,VENTURE,6.0,15.65,0.22,0
799,22000,25,5875,EDUCATION,9.0,6.62,0.27,1
800,92407,25,20000,MEDICAL,9.0,9.25,0.22,0
801,22000,22,2400,MEDICAL,0.0,11.71,0.11,0
802,22000,24,8000,PERSONAL,8.0,5.42,0.36,0
803,93492,26,20000,DEBTCONSOLIDATION,0.0,9.45,0.21,0
804,22000,23,1550,DEBTCONSOLIDATION,5.0,7.49,0.07,1
807,95000,23,20000,EDUCATION,2.0,10.99,0.21,0
809,22000,21,7350,VENTURE,5.0,7.66,0.33,0
810,96000,23,20000,MEDICAL,1.0,13.04,0.21,0
811,22000,22,7200,PERSONAL,6.0,7.14,0.33,0
812,85200,22,20000,VENTURE,6.0,15.65,0.23,1
813,98000,22,20000,EDUCATION,2.0,11.83,0.2,0
814,22000,24,3000,DEBTCONSOLIDATION,1.0,16.0,0.14,0
815,99000,23,20000,EDUCATION,7.0,15.28,0.2,0
816,22000,21,4000,DEBTCONSOLIDATION,2.0,15.05,0.18,0
817,22000,22,8500,DEBTCONSOLIDATION,1.0,15.05,0.39,0
818,99996,24,20000,HOMEIMPROVEMENT,0.0,14.22,0.2,0
819,87996,25,20000,HOMEIMPROVEMENT,0.0,16.35,0.23,1
820,22000,26,7500,VENTURE,6.0,10.96,0.34,0
821,100000,25,20000,HOMEIMPROVEMENT,9.0,13.06,0.2,0
822,100000,25,20000,HOMEIMPROVEMENT,9.0,13.06,0.2,0
825,74800,22,20000,MEDICAL,3.0,14.96,0.23,1
826,74800,23,20000,MEDICAL,1.0,17.04,0.23,1
827,100000,22,20000,PERSONAL,0.0,12.21,0.2,0
828,22260,25,6400,PERSONAL,9.0,7.88,0.29,0
830,104000,26,20000,DEBTCONSOLIDATION,0.0,10.74,0.19,0
831,93000,23,20000,PERSONAL,6.0,13.22,0.22,1
832,95000,23,20000,DEBTCONSOLIDATION,0.0,14.59,0.21,1
835,110000,23,20000,EDUCATION,3.0,12.42,0.18,0
836,110000,22,20000,EDUCATION,7.0,14.17,0.18,0
837,110000,22,20000,DEBTCONSOLIDATION,6.0,13.72,0.18,0
838,110000,24,20000,PERSONAL,1.0,10.38,0.18,0
840,22800,22,2000,PERSONAL,5.0,7.51,0.09,0
841,22800,22,7125,HOMEIMPROVEMENT,0.0,11.71,0.31,1
842,22800,23,3000,PERSONAL,2.0,8.9,0.13,1
843,85000,25,20000,MEDICAL,7.0,17.39,0.2,1
844,22800,23,4800,PERSONAL,3.0,5.79,0.21,0
846,120000,23,20000,MEDICAL,4.0,10.37,0.17,0
847,22800,24,4750,HOMEIMPROVEMENT,3.0,11.36,0.21,0
848,121000,24,20000,VENTURE,8.0,8.9,0.17,0
849,125000,23,20000,VENTURE,7.0,11.11,0.16,0
850,22800,22,3000,EDUCATION,0.0,8.94,0.13,0
851,130000,25,20000,PERSONAL,0.0,15.27,0.15,0
852,130000,26,20000,DEBTCONSOLIDATION,10.0,13.11,0.15,0
853,22884,23,6000,EDUCATION,4.0,16.0,0.26,0
854,133000,24,20000,EDUCATION,3.0,12.36,0.15,0
855,23000,22,10625,DEBTCONSOLIDATION,5.0,7.51,0.46,0
856,23000,21,7000,MEDICAL,2.0,8.9,0.3,0
857,140000,25,20000,EDUCATION,9.0,6.54,0.14,0
858,138000,24,20000,VENTURE,2.0,15.99,0.14,1
859,23000,23,3600,HOMEIMPROVEMENT,7.0,17.27,0.16,1
860,148000,26,20000,DEBTCONSOLIDATION,1.0,17.99,0.14,1
861,160000,22,20000,PERSONAL,6.0,7.49,0.13,0
862,23000,22,4800,DEBTCONSOLIDATION,2.0,10.0,0.21,0
863,160000,26,20000,HOMEIMPROVEMENT,3.0,9.99,0.13,0
864,168000,26,20000,VENTURE,1.0,11.36,0.12,0
865,172500,26,20000,HOMEIMPROVEMENT,3.0,11.83,0.12,0
866,23000,21,3000,DEBTCONSOLIDATION,6.0,13.35,0.13,0
867,175000,25,20000,DEBTCONSOLIDATION,3.0,14.72,0.11,0
869,58000,25,19900,MEDICAL,9.0,11.83,0.34,1
870,116000,26,19800,MEDICAL,10.0,11.48,0.17,0
871,19500,26,500,MEDICAL,0.0,11.41,0.03,0
873,19000,21,700,EDUCATION,0.0,12.29,0.04,0
874,23000,22,7000,EDUCATION,4.0,14.96,0.3,0
875,19000,25,750,DEBTCONSOLIDATION,0.0,12.29,0.04,0
877,10000,22,1000,HOMEIMPROVEMENT,0.0,14.74,0.1,1
879,23000,22,2400,EDUCATION,1.0,9.63,0.1,0
880,23000,21,2400,EDUCATION,0.0,12.21,0.1,0
883,11760,22,1000,VENTURE,0.0,13.98,0.09,0
885,12000,25,1000,EDUCATION,0.0,10.65,0.08,0
886,12000,21,1000,EDUCATION,1.0,13.98,0.08,0
887,12000,22,1000,PERSONAL,0.0,13.57,0.08,1
888,12240,22,1000,PERSONAL,1.0,14.96,0.08,1
890,14400,21,1000,VENTURE,1.0,16.29,0.07,1
891,23040,23,2000,VENTURE,0.0,11.11,0.09,0
893,14400,22,1000,VENTURE,2.0,16.69,0.07,1
894,23040,21,15000,EDUCATION,0.0,8.94,0.65,0
895,15000,22,1000,MEDICAL,0.0,14.3,0.07,1
896,16000,21,1000,VENTURE,2.0,15.65,0.06,1
898,16800,22,1000,EDUCATION,2.0,13.48,0.06,0
899,19200,24,1000,EDUCATION,2.0,12.53,0.05,0
900,39600,23,19000,EDUCATION,5.0,10.62,0.48,1
901,39900,22,19000,VENTURE,4.0,12.18,0.48,1
902,47000,25,19000,MEDICAL,4.0,11.99,0.4,1
903,50000,25,19000,HOMEIMPROVEMENT,2.0,10.99,0.38,1
905,23500,24,7000,DEBTCONSOLIDATION,2.0,10.38,0.3,0
906,47500,26,19000,PERSONAL,10.0,16.7,0.4,1
909,54586,23,19000,PERSONAL,5.0,11.14,0.35,1
910,62004,26,19000,MEDICAL,5.0,7.49,0.31,1
911,70000,22,19000,MEDICAL,1.0,8.88,0.27,0
912,72000,23,19000,MEDICAL,3.0,10.99,0.26,0
913,73000,24,19000,HOMEIMPROVEMENT,8.0,10.62,0.26,0
914,78000,23,19000,VENTURE,2.0,8.9,0.24,0
915,23920,25,6000,MEDICAL,0.0,14.59,0.25,1
917,96000,26,19000,PERSONAL,6.0,13.22,0.2,0
918,105000,24,19000,HOMEIMPROVEMENT,2.0,12.29,0.18,0
919,175000,24,19000,PERSONAL,1.0,11.48,0.11,0
921,55000,26,18800,DEBTCONSOLIDATION,7.0,6.99,0.34,1
922,70000,22,18750,DEBTCONSOLIDATION,2.0,10.38,0.27,0
923,36500,22,18725,VENTURE,0.0,6.54,0.51,1
924,43000,22,18550,DEBTCONSOLIDATION,4.0,11.83,0.43,1
925,24000,24,7100,VENTURE,0.0,12.42,0.3,0
926,34300,24,18500,MEDICAL,4.0,10.71,0.54,1
927,36000,21,18500,EDUCATION,3.0,10.91,0.51,1
928,38000,22,18500,MEDICAL,2.0,7.66,0.49,1
929,55784,25,18500,DEBTCONSOLIDATION,2.0,13.61,0.33,1
930,74196,23,18500,EDUCATION,2.0,11.26,0.25,0
931,75000,25,18500,EDUCATION,0.0,7.49,0.25,0
932,73000,24,18500,HOMEIMPROVEMENT,0.0,7.9,0.25,1
933,24000,22,8000,MEDICAL,5.0,9.91,0.33,0
934,24000,21,3000,VENTURE,0.0,7.9,0.13,0
935,78000,24,18500,VENTURE,1.0,15.33,0.24,1
936,145000,26,18500,EDUCATION,3.0,12.87,0.13,0
937,24000,22,5000,EDUCATION,5.0,7.9,0.21,0
938,48888,22,18400,PERSONAL,1.0,13.16,0.38,1
939,50000,22,18400,DEBTCONSOLIDATION,2.0,9.99,0.37,1
940,120000,23,18400,PERSONAL,7.0,8.9,0.15,0
941,24000,22,5000,VENTURE,1.0,14.65,0.21,1
942,24000,25,6000,DEBTCONSOLIDATION,0.0,13.49,0.25,0
943,34000,22,18250,VENTURE,0.0,10.25,0.54,1
944,35004,24,18250,PERSONAL,3.0,11.49,0.52,1
945,34500,25,18250,VENTURE,1.0,17.04,0.53,1
946,42504,23,18250,MEDICAL,0.0,10.25,0.43,1
947,24000,22,1300,VENTURE,4.0,5.42,0.05,0
948,36996,22,18250,PERSONAL,2.0,14.61,0.49,1
949,45600,24,18250,VENTURE,2.0,13.35,0.4,1
951,46000,23,18250,PERSONAL,6.0,10.75,0.4,1
952,46000,25,18250,DEBTCONSOLIDATION,8.0,14.26,0.4,1
953,55044,25,18250,VENTURE,4.0,17.56,0.33,1
955,50000,22,18250,DEBTCONSOLIDATION,6.0,16.7,0.36,1
956,50000,23,18225,VENTURE,4.0,10.74,0.36,1
957,44000,26,18225,HOMEIMPROVEMENT,0.0,14.91,0.41,1
958,36000,24,18200,VENTURE,4.0,8.88,0.51,1
959,36400,25,18200,PERSONAL,2.0,9.91,0.5,1
960,36000,22,18200,DEBTCONSOLIDATION,6.0,11.71,0.51,1
961,55000,24,18200,EDUCATION,4.0,10.99,0.33,1
962,27000,23,18000,VENTURE,2.0,11.54,0.67,1
963,24000,23,8000,EDUCATION,2.0,15.62,0.33,0
964,33000,23,18000,VENTURE,4.0,9.91,0.55,1
966,30720,21,18000,EDUCATION,5.0,13.48,0.59,1
967,39996,23,18000,EDUCATION,2.0,9.25,0.45,1
968,40000,25,18000,MEDICAL,2.0,13.11,0.45,1
969,24000,22,5000,DEBTCONSOLIDATION,2.0,10.99,0.21,0
970,42000,25,18000,VENTURE,3.0,6.17,0.43,1
971,24000,24,8000,MEDICAL,3.0,5.99,0.33,0
972,24000,24,2400,EDUCATION,1.0,7.49,0.1,0
973,42765,24,18000,DEBTCONSOLIDATION,9.0,11.03,0.42,1
974,43000,24,18000,MEDICAL,9.0,7.9,0.42,1
975,44000,22,18000,EDUCATION,7.0,13.57,0.41,1
976,44000,24,18000,VENTURE,6.0,12.18,0.41,1
977,39000,25,18000,MEDICAL,3.0,17.19,0.46,1
978,46800,22,18000,MEDICAL,6.0,15.23,0.38,1
980,42000,24,18000,HOMEIMPROVEMENT,8.0,14.46,0.43,1
981,24000,24,4200,VENTURE,5.0,6.99,0.17,0
982,43400,24,18000,DEBTCONSOLIDATION,2.0,16.63,0.41,1
983,50000,24,18000,MEDICAL,1.0,12.42,0.36,1
984,50000,24,18000,VENTURE,4.0,7.9,0.36,1
