,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Situação
632,74000,24,20000,4,0.0,12.69,0
633,21120,22,1625,2,3.0,16.89,1
634,21221,25,8500,6,4.0,9.63,0
635,75000,24,20000,4,4.0,8.88,0
636,75000,26,20000,5,5.0,6.91,0
637,75000,25,20000,1,0.0,10.38,0
638,69000,22,20000,2,6.0,10.99,1
639,21600,26,5200,3,5.0,12.42,0
640,69000,24,20000,4,0.0,14.82,1
641,75600,23,20000,1,3.0,16.32,0
642,59497,23,20000,5,0.0,16.0,1
643,76000,23,20000,5,7.0,10.37,0
644,70000,26,20000,2,7.0,13.16,1
645,70000,24,20000,6,8.0,14.88,1
646,77004,22,20000,2,6.0,13.98,0
647,71004,26,20000,4,0.0,13.36,1
648,21600,24,8000,5,8.0,5.42,0
649,78000,26,20000,4,8.0,13.85,0
650,61200,23,20000,5,4.0,11.14,1
651,21600,21,3800,2,2.0,5.99,0
652,78000,23,20000,6,3.0,11.58,0
653,78500,23,20000,5,7.0,13.85,0
654,79000,23,20000,3,5.0,16.89,0
655,80000,23,20000,5,4.0,7.9,0
656,21600,23,6000,6,2.0,12.68,0
657,62900,22,20000,5,6.0,14.91,1
658,80000,24,20000,6,3.0,13.06,0
659,80000,25,20000,3,7.0,8.88,0
660,21600,23,2000,3,7.0,6.17,0
661,80000,22,20000,3,3.0,13.98,0
662,21600,22,8500,6,3.0,6.54,0
663,62900,26,20000,5,2.0,13.85,1
664,21600,26,1000,4,0.0,10.36,0
665,74004,25,20000,1,2.0,15.95,1
666,80004,25,20000,4,9.0,14.26,0
667,80700,23,20000,5,7.0,11.71,0
668,81000,22,20000,2,3.0,13.49,0
669,21600,24,2000,2,0.0,14.84,1
670,76042,23,20000,4,6.0,15.05,1
671,76654,22,20000,3,2.0,13.79,1
672,83500,24,20000,3,1.0,13.48,0
673,84000,23,20000,1,7.0,11.11,0
674,84000,25,20000,3,9.0,13.92,0
675,21600,23,4400,3,0.0,12.53,0
676,21600,21,10000,2,2.0,11.14,0
677,78996,24,20000,4,2.0,14.11,1
678,85000,23,20000,5,0.0,7.49,0
679,85000,25,20000,2,3.0,10.25,0
680,73000,26,20000,1,3.0,12.53,1
681,21816,21,1500,1,2.0,11.86,0
682,21840,23,9000,6,1.0,7.88,0
683,87000,22,20000,2,5.0,13.85,0
684,21996,23,6000,1,4.0,13.23,0
685,78000,23,20000,4,0.0,18.25,1
686,90000,24,20000,2,9.0,6.54,0
687,90000,23,20000,5,2.0,11.49,0
688,90000,26,20000,5,10.0,11.49,0
689,22000,22,7000,3,6.0,11.71,0
690,90000,23,20000,2,0.0,13.57,0
691,91229,25,20000,3,2.0,14.35,0
692,22000,26,3825,2,3.0,10.65,0
693,92000,22,20000,6,6.0,15.65,0
694,22000,25,5875,3,9.0,6.62,1
695,92407,25,20000,5,9.0,9.25,0
696,22000,22,2400,5,0.0,11.71,0
697,22000,24,8000,1,8.0,5.42,0
698,93492,26,20000,2,0.0,9.45,0
699,22000,23,1550,2,5.0,7.49,1
700,95000,23,20000,3,2.0,10.99,0
701,22000,21,7350,6,5.0,7.66,0
702,96000,23,20000,5,1.0,13.04,0
703,22000,22,7200,1,6.0,7.14,0
704,85200,22,20000,6,6.0,15.65,1
705,98000,22,20000,3,2.0,11.83,0
706,22000,24,3000,2,1.0,16.0,0
707,99000,23,20000,3,7.0,15.28,0
708,22000,21,4000,2,2.0,15.05,0
709,22000,22,8500,2,1.0,15.05,0
710,99996,24,20000,4,0.0,14.22,0
711,87996,25,20000,4,0.0,16.35,1
712,22000,26,7500,6,6.0,10.96,0
713,100000,25,20000,4,9.0,13.06,0
714,100000,25,20000,4,9.0,13.06,0
715,74800,22,20000,5,3.0,14.96,1
716,74800,23,20000,5,1.0,17.04,1
717,100000,22,20000,1,0.0,12.21,0
718,22260,25,6400,1,9.0,7.88,0
719,104000,26,20000,2,0.0,10.74,0
720,93000,23,20000,1,6.0,13.22,1
721,95000,23,20000,2,0.0,14.59,1
722,110000,23,20000,3,3.0,12.42,0
723,110000,22,20000,3,7.0,14.17,0
724,110000,22,20000,2,6.0,13.72,0
725,110000,24,20000,1,1.0,10.38,0
726,22800,22,2000,1,5.0,7.51,0
727,22800,22,7125,4,0.0,11.71,1
728,22800,23,3000,1,2.0,8.9,1
729,85000,25,20000,5,7.0,17.39,1
730,22800,23,4800,1,3.0,5.79,0
731,120000,23,20000,5,4.0,10.37,0
732,22800,24,4750,4,3.0,11.36,0
733,121000,24,20000,6,8.0,8.9,0
734,125000,23,20000,6,7.0,11.11,0
735,22800,22,3000,3,0.0,8.94,0
736,130000,25,20000,1,0.0,15.27,0
737,130000,26,20000,2,10.0,13.11,0
738,22884,23,6000,3,4.0,16.0,0
739,133000,24,20000,3,3.0,12.36,0
740,23000,22,10625,2,5.0,7.51,0
741,23000,21,7000,5,2.0,8.9,0
742,140000,25,20000,3,9.0,6.54,0
743,138000,24,20000,6,2.0,15.99,1
744,23000,23,3600,4,7.0,17.27,1
745,148000,26,20000,2,1.0,17.99,1
746,160000,22,20000,1,6.0,7.49,0
747,23000,22,4800,2,2.0,10.0,0
748,160000,26,20000,4,3.0,9.99,0
749,168000,26,20000,6,1.0,11.36,0
750,172500,26,20000,4,3.0,11.83,0
751,23000,21,3000,2,6.0,13.35,0
752,175000,25,20000,2,3.0,14.72,0
753,58000,25,19900,5,9.0,11.83,1
754,116000,26,19800,5,10.0,11.48,0
755,19500,26,500,5,0.0,11.41,0
756,19000,21,700,3,0.0,12.29,0
757,23000,22,7000,3,4.0,14.96,0
758,19000,25,750,2,0.0,12.29,0
759,10000,22,1000,4,0.0,14.74,1
760,23000,22,2400,3,1.0,9.63,0
761,23000,21,2400,3,0.0,12.21,0
762,11760,22,1000,6,0.0,13.98,0
763,12000,25,1000,3,0.0,10.65,0
764,12000,21,1000,3,1.0,13.98,0
765,12000,22,1000,1,0.0,13.57,1
766,12240,22,1000,1,1.0,14.96,1
767,14400,21,1000,6,1.0,16.29,1
768,23040,23,2000,6,0.0,11.11,0
769,14400,22,1000,6,2.0,16.69,1
770,23040,21,15000,3,0.0,8.94,0
771,15000,22,1000,5,0.0,14.3,1
772,16000,21,1000,6,2.0,15.65,1
773,16800,22,1000,3,2.0,13.48,0
774,19200,24,1000,3,2.0,12.53,0
775,39600,23,19000,3,5.0,10.62,1
776,39900,22,19000,6,4.0,12.18,1
777,47000,25,19000,5,4.0,11.99,1
778,50000,25,19000,4,2.0,10.99,1
779,23500,24,7000,2,2.0,10.38,0
780,47500,26,19000,1,10.0,16.7,1
781,54586,23,19000,1,5.0,11.14,1
782,62004,26,19000,5,5.0,7.49,1
783,70000,22,19000,5,1.0,8.88,0
784,72000,23,19000,5,3.0,10.99,0
785,73000,24,19000,4,8.0,10.62,0
786,78000,23,19000,6,2.0,8.9,0
787,23920,25,6000,5,0.0,14.59,1
788,96000,26,19000,1,6.0,13.22,0
789,105000,24,19000,4,2.0,12.29,0
790,175000,24,19000,1,1.0,11.48,0
791,55000,26,18800,2,7.0,6.99,1
792,70000,22,18750,2,2.0,10.38,0
793,36500,22,18725,6,0.0,6.54,1
794,43000,22,18550,2,4.0,11.83,1
795,24000,24,7100,6,0.0,12.42,0
796,34300,24,18500,5,4.0,10.71,1
797,36000,21,18500,3,3.0,10.91,1
798,38000,22,18500,5,2.0,7.66,1
799,55784,25,18500,2,2.0,13.61,1
800,74196,23,18500,3,2.0,11.26,0
801,75000,25,18500,3,0.0,7.49,0
802,73000,24,18500,4,0.0,7.9,1
803,24000,22,8000,5,5.0,9.91,0
804,24000,21,3000,6,0.0,7.9,0
805,78000,24,18500,6,1.0,15.33,1
806,145000,26,18500,3,3.0,12.87,0
807,24000,22,5000,3,5.0,7.9,0
808,48888,22,18400,1,1.0,13.16,1
809,50000,22,18400,2,2.0,9.99,1
810,120000,23,18400,1,7.0,8.9,0
811,24000,22,5000,6,1.0,14.65,1
812,24000,25,6000,2,0.0,13.49,0
813,34000,22,18250,6,0.0,10.25,1
814,35004,24,18250,1,3.0,11.49,1
815,34500,25,18250,6,1.0,17.04,1
816,42504,23,18250,5,0.0,10.25,1
817,24000,22,1300,6,4.0,5.42,0
818,36996,22,18250,1,2.0,14.61,1
819,45600,24,18250,6,2.0,13.35,1
820,46000,23,18250,1,6.0,10.75,1
821,46000,25,18250,2,8.0,14.26,1
822,55044,25,18250,6,4.0,17.56,1
823,50000,22,18250,2,6.0,16.7,1
824,50000,23,18225,6,4.0,10.74,1
825,44000,26,18225,4,0.0,14.91,1
826,36000,24,18200,6,4.0,8.88,1
827,36400,25,18200,1,2.0,9.91,1
828,36000,22,18200,2,6.0,11.71,1
829,55000,24,18200,3,4.0,10.99,1
830,27000,23,18000,6,2.0,11.54,1
831,24000,23,8000,3,2.0,15.62,0
832,33000,23,18000,6,4.0,9.91,1
833,30720,21,18000,3,5.0,13.48,1
834,39996,23,18000,3,2.0,9.25,1
835,40000,25,18000,5,2.0,13.11,1
836,24000,22,5000,2,2.0,10.99,0
837,42000,25,18000,6,3.0,6.17,1
838,24000,24,8000,5,3.0,5.99,0
839,24000,24,2400,3,1.0,7.49,0
840,42765,24,18000,2,9.0,11.03,1
841,43000,24,18000,5,9.0,7.9,1
842,44000,22,18000,3,7.0,13.57,1
843,44000,24,18000,6,6.0,12.18,1
844,39000,25,18000,5,3.0,17.19,1
845,46800,22,18000,5,6.0,15.23,1
846,42000,24,18000,4,8.0,14.46,1
847,24000,24,4200,6,5.0,6.99,0
848,43400,24,18000,2,2.0,16.63,1
849,50000,24,18000,5,1.0,12.42,1
850,50000,24,18000,6,4.0,7.9,1
851,24000,23,5000,5,2.0,15.99,1
852,50000,26,18000,3,5.0,13.11,1
853,50000,22,18000,6,6.0,13.79,1
854,24000,22,2500,3,3.0,10.59,0
855,24000,22,6000,5,1.0,12.68,0
856,52000,25,18000,6,2.0,12.98,1
857,52000,22,18000,6,1.0,13.85,1
858,52526,25,18000,6,9.0,12.21,1
859,46610,22,18000,2,6.0,10.71,1
860,48000,24,18000,1,5.0,6.54,1
861,24000,23,8000,1,0.0,5.79,0
862,55000,25,18000,3,2.0,12.84,1
863,55344,25,18000,4,2.0,10.99,1
864,24000,23,1375,5,5.0,11.11,1
865,56000,24,18000,3,2.0,13.48,1
866,50000,21,18000,3,2.0,14.74,1
867,52240,21,18000,5,5.0,19.69,1
868,53000,26,18000,6,2.0,17.19,1
869,60000,22,18000,3,3.0,16.32,0
870,60000,22,18000,3,0.0,9.33,0
871,61500,25,18000,3,1.0,13.23,0
872,24000,26,5000,5,10.0,7.66,1
873,62000,22,18000,5,0.0,13.85,0
874,24000,23,5600,3,1.0,9.63,0
875,24000,24,10000,6,2.0,6.92,0
876,63000,22,18000,6,0.0,9.63,0
877,63000,23,18000,3,1.0,10.99,0
878,63000,23,18000,3,2.0,13.57,0
879,65000,25,18000,4,9.0,13.99,0
880,59000,24,18000,4,1.0,14.96,1
881,59000,26,18000,6,2.0,16.0,1
882,60000,26,18000,4,2.0,16.29,1
883,66000,25,18000,3,9.0,10.25,0
884,68000,21,18000,3,4.0,10.65,0
885,70000,24,18000,4,1.0,9.88,0
886,54400,25,18000,5,10.0,16.0,1
887,70200,25,18000,3,9.0,16.45,0
888,65000,25,18000,1,3.0,15.33,1
889,71820,26,18000,2,10.0,11.83,0
890,66000,24,18000,1,2.0,14.54,1
891,72000,24,18000,6,4.0,7.88,0
892,24000,24,3000,3,3.0,13.98,0
893,24000,25,1200,6,0.0,15.21,0
894,75000,23,18000,3,7.0,12.73,0
895,24000,25,3500,1,2.0,15.58,1
896,75576,23,18000,3,7.0,9.88,0
897,24000,21,7000,5,2.0,11.86,0
898,78000,26,18000,3,6.0,13.49,0
899,80000,21,18000,6,6.0,7.9,0
900,80000,23,18000,6,5.0,8.49,0
901,80000,22,18000,3,1.0,10.99,0
902,80171,26,18000,4,3.0,13.85,0
903,81000,23,18000,5,7.0,13.98,0
904,24000,23,2800,2,1.0,16.07,1
905,76500,23,18000,2,3.0,10.65,1
906,24000,24,8500,3,4.0,15.7,0
907,24000,26,2100,1,5.0,13.11,0
908,82570,22,18000,6,6.0,15.27,0
909,24000,26,6000,4,1.0,10.99,0
910,84000,25,18000,4,5.0,9.88,0
911,24000,22,2500,5,6.0,7.14,0
912,85000,25,18000,3,0.0,11.71,0
913,86000,26,18000,6,10.0,8.49,0
914,87000,23,18000,3,2.0,11.89,0
915,88000,23,18000,3,1.0,13.16,0
916,90000,23,18000,1,4.0,8.88,0
917,95000,24,18000,2,3.0,8.49,0
918,95000,26,18000,4,9.0,15.31,0
919,102000,24,18000,3,8.0,12.53,0
920,110000,24,18000,2,4.0,12.18,0
921,87550,23,18000,5,7.0,7.51,1
922,116004,26,18000,6,6.0,11.83,0
923,121000,24,18000,1,8.0,18.3,0
924,125000,22,18000,5,3.0,14.79,0
925,24000,25,5000,5,4.0,10.95,0
926,144500,22,18000,2,5.0,13.72,0
927,155000,24,18000,3,8.0,10.62,0
928,24000,22,5000,5,6.0,12.21,0
929,75000,21,17950,3,3.0,10.91,0
930,24000,25,7000,5,0.0,9.63,0
931,62050,23,17800,5,1.0,16.35,1
932,24000,23,1500,3,1.0,12.21,0
933,48000,22,17750,2,0.0,13.49,1
934,65000,22,17700,2,6.0,11.49,0
935,24000,26,8000,1,5.0,9.76,0
936,24000,24,8000,3,3.0,11.34,0
937,24000,22,3975,3,2.0,13.87,0
938,45000,23,17625,2,1.0,8.9,1
939,65500,22,17600,3,4.0,10.74,0
940,70000,24,17600,4,1.0,10.62,0
941,24000,21,5000,3,2.0,8.7,0
942,24091,23,3500,1,5.0,12.99,0
943,72250,24,17600,5,5.0,17.19,1
944,32400,25,17500,4,1.0,15.95,1
945,36000,23,17500,6,2.0,14.22,1
946,37232,21,17500,5,3.0,12.53,1
947,24300,21,4500,5,3.0,11.83,0
948,24396,21,4000,6,2.0,15.05,0
949,40800,24,17500,5,6.0,10.62,1
950,24449,22,1800,6,2.0,11.89,0
951,44000,25,17500,3,6.0,12.53,1
952,47500,23,17500,5,5.0,13.61,1
953,49176,22,17500,5,7.0,13.85,1
954,49270,23,17500,2,7.0,13.85,1
955,53352,23,17500,6,3.0,6.54,1
956,54996,24,17500,3,7.0,17.19,1
957,58000,24,17500,3,5.0,13.49,0
958,59000,23,17500,3,1.0,9.25,0
959,60000,26,17500,6,10.0,6.54,0
960,75000,26,17500,1,4.0,7.9,0
961,24900,22,5500,5,1.0,13.16,1
962,95950,25,17500,4,2.0,11.71,0
963,24960,21,2000,1,0.0,13.99,0
964,40000,23,17475,3,2.0,9.91,1
965,45408,21,17475,2,3.0,9.91,1
966,24996,23,5000,3,4.0,12.69,0
967,58000,22,17475,3,0.0,7.51,0
968,82000,24,17400,1,7.0,11.99,0
969,96000,24,17400,2,1.0,10.37,0
970,133000,24,17400,3,5.0,11.71,0
971,95000,24,17200,1,8.0,17.58,0
972,35000,23,17000,3,6.0,10.37,1
973,29400,26,17000,4,1.0,12.99,1
974,24996,21,7000,3,3.0,15.58,0
975,40000,22,17000,2,1.0,10.65,1
976,41400,22,17000,5,2.0,12.87,1
977,42000,22,17000,2,5.0,7.66,1
978,43275,24,17000,5,4.0,13.47,1
979,45792,24,17000,2,3.0,10.38,1
980,47000,23,17000,2,8.0,9.99,1
981,49896,25,17000,3,7.0,16.82,1
982,50000,24,17000,1,3.0,13.79,1
983,24996,23,8000,3,1.0,11.26,0
984,51000,23,17000,1,7.0,8.49,1
985,52000,25,17000,5,9.0,12.98,1
986,24996,21,6500,5,5.0,11.34,0
987,52000,23,17000,2,3.0,11.58,1
988,54660,23,17000,5,6.0,9.88,1
989,55782,24,17000,2,3.0,7.51,0
990,53000,23,17000,1,8.0,10.25,1
991,25000,22,2400,5,1.0,14.27,0
992,60000,23,17000,1,3.0,11.11,0
993,60000,25,17000,1,3.0,6.91,0
994,62000,25,17000,6,3.0,5.99,0
995,65000,26,17000,6,0.0,13.47,0
996,70000,23,17000,1,1.0,8.88,0
997,75000,24,17000,2,0.0,12.53,0
998,75000,24,17000,3,8.0,9.33,0
999,78000,23,17000,5,5.0,10.99,0
1000,25000,21,3600,6,2.0,9.91,0
1001,85500,23,17000,3,1.0,13.11,0
1002,89004,22,17000,2,7.0,9.63,0
1003,66300,26,17000,5,0.0,16.77,1
1004,90000,23,17000,3,7.0,10.59,0
1005,95000,26,17000,3,10.0,11.49,0
1006,96000,22,17000,1,6.0,11.48,0
1007,114000,25,17000,3,3.0,10.37,0
1008,175000,26,17000,6,2.0,9.88,0
1009,49000,21,16950,1,2.0,18.25,1
1010,72000,24,16875,2,0.0,6.54,0
1011,25000,26,7000,5,10.0,6.99,0
1012,25000,23,7200,5,5.0,8.49,0
1013,34819,22,16800,1,2.0,10.99,1
1014,50000,22,16800,5,1.0,12.53,1
1015,25000,22,1800,3,4.0,8.49,0
1016,60000,22,16800,5,2.0,14.65,0
1017,60000,24,16800,3,8.0,6.54,0
1018,60000,23,16800,5,0.0,13.85,0
1019,54000,26,16800,5,3.0,12.67,1
1020,25000,22,3000,4,0.0,9.99,1
1021,66000,22,16800,5,6.0,13.49,0
1022,58650,22,16800,5,6.0,16.77,1
1023,74000,24,16800,4,1.0,15.65,1
1024,97000,26,16800,4,11.0,12.42,0
1025,97000,26,16800,5,4.0,6.17,0
1026,103000,23,16800,2,4.0,13.11,0
1027,125000,24,16800,6,8.0,12.42,0
1028,25000,25,2000,4,5.0,14.17,0
1029,36000,23,16750,5,2.0,15.28,1
1030,44500,22,16750,2,1.0,10.75,1
1031,45000,26,16750,5,10.0,12.41,1
1032,46272,23,16750,2,7.0,11.99,1
1033,25000,24,4000,5,1.0,11.11,0
1034,42000,26,16750,4,0.0,17.58,1
1035,50496,22,16750,5,6.0,13.11,1
1036,54000,24,16750,1,0.0,20.11,1
1037,54996,23,16700,3,4.0,10.37,0
1038,59160,25,16600,4,0.0,14.18,1
1039,70000,26,16525,5,9.0,13.92,0
1040,98400,25,16525,1,4.0,15.28,0
1041,40428,22,16500,5,4.0,10.75,1
1042,47000,23,16500,6,5.0,10.62,1
1043,48000,22,16500,5,6.0,8.9,1
1044,25000,25,1500,6,2.0,6.76,0
1045,56000,25,16500,4,0.0,12.8,1
1046,57504,25,16500,4,2.0,9.32,1
1047,25000,24,9000,6,3.0,7.14,0
1048,25000,26,11500,6,7.0,7.88,0
1049,25000,25,3000,3,3.0,6.76,0
1050,83300,26,16500,5,2.0,16.77,1
1051,45000,24,16425,1,1.0,13.49,1
1052,61000,24,16400,4,3.0,10.99,0
1053,47000,26,16250,1,5.0,12.42,1
1054,25000,21,1000,1,6.0,7.51,0
1055,54000,22,16075,2,3.0,10.37,0
1056,39000,25,16050,4,1.0,17.14,1
1057,30000,23,16000,3,1.0,13.23,1
1058,33000,22,16000,6,1.0,10.99,1
1059,35000,26,16000,3,2.0,6.03,1
1060,25000,26,6250,5,0.0,15.31,1
1061,35000,24,16000,5,2.0,11.71,1
1062,25000,23,4750,1,0.0,13.57,0
1063,36900,22,16000,6,5.0,7.9,1
1064,38000,25,16000,5,8.0,12.87,1
1065,39000,25,16000,6,6.0,15.65,1
1066,39996,24,16000,5,1.0,10.71,1
1067,25000,22,6000,6,1.0,11.89,0
1068,25000,25,4800,6,1.0,12.53,0
1069,40000,25,16000,3,3.0,11.71,1
1070,40000,23,16000,3,3.0,12.99,1
1071,40000,22,16000,3,1.0,8.88,1
1072,40000,21,16000,3,0.0,11.83,1
1073,34000,22,16000,3,0.0,13.24,1
1074,41900,21,16000,6,2.0,12.84,1
1075,42494,24,16000,6,7.0,11.71,1
1076,25000,23,5000,5,4.0,9.32,0
1077,25000,22,11100,1,1.0,9.63,0
1078,42856,24,16000,2,8.0,8.9,1
1079,43000,25,16000,6,3.0,11.49,1
1080,25000,25,1525,5,7.0,10.95,0
1081,25000,24,7000,2,3.0,9.32,0
1082,44000,23,16000,3,7.0,8.49,1
1083,44000,24,16000,5,8.0,7.49,1
1084,25000,26,12000,6,1.0,12.09,1
1085,38400,22,16000,6,4.0,11.54,1
1086,25000,24,10000,2,2.0,8.0,0
1087,39000,24,16000,2,2.0,19.91,1
1088,45000,22,16000,2,6.0,10.59,1
1089,25000,21,8800,5,0.0,9.33,0
1090,39000,24,16000,4,2.0,13.06,1
1091,25040,24,5000,6,1.0,5.79,0
1092,25062,22,4000,2,4.0,16.49,0
1093,25100,23,10800,3,7.0,14.59,0
1094,25104,26,5400,2,0.0,16.49,0
1095,39000,23,16000,1,1.0,11.36,1
1096,39000,25,16000,5,9.0,14.11,1
1097,25200,22,7000,1,2.0,6.03,0
1098,48000,23,16000,3,2.0,10.0,1
1099,42000,22,16000,6,0.0,16.0,1
1100,50000,25,16000,6,3.0,17.58,1
1101,25200,24,3200,5,1.0,15.23,0
1102,50000,24,16000,4,6.0,13.99,1
1103,25200,25,1200,4,5.0,15.99,0
1104,50000,24,16000,6,8.0,10.62,1
1105,44000,22,16000,3,1.0,16.35,1
1106,51000,24,16000,5,8.0,13.85,1
1107,45000,23,16000,5,7.0,16.45,1
1108,52000,21,16000,1,5.0,15.7,1
1109,53000,22,16000,3,2.0,7.9,0
1110,25200,22,4000,5,7.0,12.73,1
1111,55000,21,16000,2,5.0,8.94,0
1112,25200,21,6500,1,0.0,14.26,1
1113,25200,22,7000,1,1.0,13.92,0
1114,52000,25,16000,3,9.0,13.98,1
1115,25200,23,1000,3,3.0,11.48,0
1116,25200,22,1000,5,0.0,11.48,1
1117,52500,22,16000,5,1.0,12.69,1
1118,60000,26,16000,2,10.0,7.49,0
1119,54000,24,16000,4,0.0,15.65,1
1120,54000,26,16000,6,2.0,14.83,1
1121,25344,24,4000,5,5.0,16.49,1
1122,62000,23,16000,6,7.0,7.49,0
1123,25480,23,5000,1,7.0,9.99,0
1124,25500,23,7850,2,2.0,13.49,0
1125,25500,22,7000,6,0.0,6.99,0
1126,57175,22,16000,4,6.0,17.15,1
1127,25500,26,5600,4,8.0,11.91,0
1128,57336,22,16000,5,6.0,17.27,1
1129,25568,25,12000,3,7.0,13.47,1
1130,64000,23,16000,1,2.0,10.74,0
1131,58575,24,16000,5,2.0,19.47,1
1132,64800,22,16000,3,1.0,10.37,0
1133,65000,21,16000,1,5.0,9.91,0
1134,25632,24,1500,3,4.0,9.91,0
1135,65000,22,16000,5,6.0,8.49,0
1136,25788,22,3500,6,2.0,12.18,0
1137,65000,22,16000,1,6.0,7.88,0
1138,59000,24,16000,5,2.0,16.45,1
1139,65000,23,16000,1,7.0,14.59,0
1140,25920,22,11325,6,7.0,10.65,0
1141,65000,22,16000,2,6.0,13.47,0
1142,59000,22,16000,5,4.0,16.32,1
1143,66000,25,16000,4,6.0,10.0,0
1144,25992,22,3000,2,6.0,9.45,0
1145,60996,23,16000,4,0.0,16.0,1
1146,62500,23,16000,2,4.0,14.54,1
1147,63000,23,16000,3,0.0,14.42,1
1148,26000,25,3825,3,3.0,11.71,0
1149,64000,20,16000,6,3.0,15.31,1
1150,72000,24,16000,1,8.0,13.06,0
1151,74000,26,16000,4,4.0,14.84,0
1152,74337,24,16000,1,8.0,11.86,0
1153,74999,26,16000,4,4.0,17.27,0
1154,26000,26,7000,4,7.0,10.99,0
1155,26000,23,7800,2,3.0,10.59,0
1156,75000,26,16000,1,2.0,13.35,0
1157,26000,23,5000,5,7.0,7.91,0
1158,69000,24,16000,2,2.0,11.89,1
1159,20000,21,1000,2,2.0,14.26,0
1160,26000,23,2000,1,7.0,10.36,0
1161,26000,22,4000,1,4.0,9.25,0
1162,26000,21,6000,3,5.0,5.79,0
1163,23712,25,1000,5,9.0,11.49,0
1164,24000,24,1000,1,1.0,17.99,1
1165,24000,21,1000,5,0.0,10.99,1
1166,24000,22,1000,2,3.0,12.84,0
1167,24960,21,1000,3,0.0,13.98,0
1168,25000,26,1000,5,1.0,14.65,0
1169,25000,22,1000,2,3.0,15.95,1
1170,26000,26,8500,2,0.0,16.45,1
1171,26000,21,14500,5,5.0,14.61,1
1172,26000,24,7000,5,8.0,7.74,0
1173,28000,22,1000,4,0.0,16.29,1
1174,28000,25,1000,2,6.0,7.51,0
1175,26000,22,2000,3,2.0,7.4,0
1176,28000,22,1000,4,6.0,10.25,1
1177,28000,24,1000,5,8.0,12.53,0
1178,28600,23,1000,3,7.0,7.9,0
1179,29000,22,1000,6,4.0,7.29,0
1180,26000,22,17000,6,6.0,12.84,1
1181,29000,26,1000,5,2.0,7.74,0
1182,30000,24,1000,3,0.0,7.51,0
1183,30000,21,1000,3,0.0,10.99,0
1184,26000,23,7000,6,2.0,14.93,0
1185,26000,22,500,1,3.0,10.46,0
1186,30000,26,1000,3,2.0,9.63,0
1187,26004,25,10000,3,3.0,9.91,0
1188,26004,22,5000,3,1.0,5.42,0
1189,30035,25,1000,5,9.0,12.87,0
1190,26004,26,6000,4,5.0,11.99,0
1191,26004,22,5000,3,4.0,7.49,0
1192,33000,25,1000,2,0.0,7.29,0
1193,33388,21,1000,3,3.0,10.99,0
1194,26004,22,12000,1,6.0,7.88,1
1195,26004,26,10000,4,2.0,11.14,0
1196,33600,23,1000,1,2.0,10.36,0
1197,33600,25,1000,2,5.0,11.86,0
1198,34000,23,1000,5,0.0,7.37,0
1199,34800,23,1000,6,1.0,11.99,0
1200,34800,25,1000,5,0.0,13.98,0
1201,35000,25,1000,6,9.0,11.99,0
1202,29000,26,1000,3,1.0,11.28,1
1203,35100,24,1000,6,8.0,13.49,0
1204,35100,22,1000,2,0.0,13.98,0
1205,26400,24,6000,2,0.0,8.9,0
1206,36000,23,1000,3,3.0,10.99,0
1207,36000,22,1000,3,1.0,8.59,0
1208,26400,25,7500,4,1.0,8.9,0
1209,36000,22,1000,1,1.0,7.68,0
1210,31000,23,1000,1,1.0,14.96,1
1211,32000,25,1000,5,2.0,19.03,1
1212,38000,26,1000,1,6.0,15.27,0
1213,32000,24,1000,3,2.0,13.06,1
1214,38400,21,1000,1,5.0,14.22,0
1215,33600,25,1000,3,0.0,15.57,1
1216,39996,24,1000,3,2.0,7.49,0
1217,40000,22,1000,2,3.0,7.9,0
1218,40000,23,1000,3,2.0,6.03,0
1219,40000,24,1000,5,1.0,10.99,0
1220,26400,25,5975,5,5.0,12.99,0
1221,40000,23,1000,6,3.0,10.62,0
1222,40000,24,1000,3,4.0,6.76,0
1223,34500,21,1000,2,4.0,16.45,1
1224,40800,22,1000,6,6.0,6.91,0
1225,42000,22,1000,2,3.0,9.62,0
1226,42000,24,1000,6,2.0,13.16,0
1227,43000,23,1000,3,7.0,7.51,0
1228,26400,25,4000,4,1.0,10.74,0
1229,45000,21,1000,6,5.0,7.49,0
1230,45000,24,1000,3,5.0,7.4,0
1231,45000,23,1000,3,0.0,14.26,0
1232,48000,22,1000,3,0.0,7.29,0
1233,42000,21,1000,1,5.0,15.58,1
1234,49000,25,1000,3,3.0,7.66,0
1235,50000,21,1000,3,5.0,13.49,0
1236,26400,26,8500,1,10.0,13.23,0
1237,26400,22,4400,2,2.0,11.49,0
1238,50400,26,1000,1,1.0,5.42,0
1239,51000,23,1000,2,0.0,7.14,0
1240,54000,26,1000,1,10.0,11.71,0
1241,56000,22,1000,3,6.0,11.49,0
1242,58000,22,1000,3,6.0,11.26,0
1243,26400,21,4000,6,2.0,7.51,0
1244,69000,23,1000,5,0.0,7.29,0
1245,70399,24,1000,2,0.0,8.59,0
1246,72000,22,1000,3,3.0,7.88,0
1247,26453,25,7200,5,6.0,11.71,1
1248,75000,23,1000,1,0.0,13.23,0
1249,87000,24,1000,1,0.0,13.99,0
1250,26500,21,6000,5,3.0,14.46,1
1251,96000,26,1000,4,0.0,10.36,0
1252,26500,23,6000,6,6.0,8.0,0
1253,14400,23,1100,3,0.0,11.99,0
1254,77000,23,1150,6,3.0,10.95,0
